ZIP Code,"Land Value
(1/4 Acre Lot, Standardized)","Land Value
(Per Acre, As-Is)",Land Share of Property Value,Lot Size,Interior Square Feet,Property Value (Standardized),Property Value (As-is)
12842,113600,140700,0.531,38310,1330,285900,233000
12844,183600,243300,0.274,37140,1920,550700,757300
12845,123900,234700,0.314,24170,1740,420800,414700
12846,41100,65300,0.226,29790,1440,239200,197600
12847,127800,170000,0.436,35310,1420,381200,316200
12850,38500,51900,0.228,37770,1470,234800,197400
12852,62500,85400,0.374,41360,1320,229800,216500
12853,26500,36700,0.154,34800,1580,216200,189900
12859,31200,35000,0.193,48850,1640,212600,203800
12865,19200,27800,0.174,34030,1580,127000,124900
12866,98000,236400,0.264,18300,1910,357300,375400
12870,67800,111500,0.304,31230,1490,261400,262900
12871,27500,53100,0.166,24710,1650,200600,181900
12883,54100,110000,0.324,24720,1570,199600,193100
12885,34400,65300,0.221,24580,1520,197200,166900
12887,16900,35000,0.181,22270,1520,105800,98700
12901,30600,69100,0.187,20400,1630,182500,172600
12903,20700,96800,0.102,8750,2170,162600,190900
12910,9800,11900,0.108,43140,1410,127100,109600
12912,24600,40100,0.193,30110,1490,169600,143800
12916,8900,15700,0.155,35330,1470,74900,82000
12917,6600,10600,0.111,40950,1450,79700,90100
12918,14600,19400,0.128,38810,1470,147800,135200
12919,19700,30700,0.171,31740,1510,143300,130400
12920,22500,47300,0.26,27570,1430,113100,115000
12921,33000,41900,0.246,40220,1660,160200,157200
12927,90600,171300,0.41,29530,1500,240100,283600
12928,25400,36800,0.201,36600,1440,165800,154200
12929,14700,38700,0.143,17510,1510,133600,109100
12932,33400,53000,0.277,33100,1440,161600,145200
12935,25700,34600,0.205,37500,1380,163700,145600
12941,22700,30900,0.171,41090,1380,171300,170000
12944,33300,59400,0.253,27530,1460,152000,139500
12946,146100,285400,0.386,25550,1780,371100,433200
12953,10400,21800,0.129,25710,1530,95400,100100
12959,9800,11400,0.106,45290,1430,127200,112300
12962,19800,29000,0.137,34390,1620,166900,166300
12966,7700,11700,0.124,45730,1410,84300,99400
12972,23000,31300,0.162,37390,1650,164700,165700
12974,14200,30500,0.14,22270,1590,126200,111700
12975,32600,66300,0.188,24510,1900,155200,198600
12976,81800,136600,0.328,38030,1500,276700,364200
12979,21100,59700,0.155,15910,1650,149700,141200
12981,14000,16700,0.142,43890,1440,128400,118300
12983,46600,102800,0.263,25740,1560,213500,230300
12986,23400,60000,0.2,21910,1450,146200,150800
12992,14300,18400,0.118,40200,1500,152000,144400
12993,43500,69600,0.281,32250,1570,199400,183400
12996,73600,126700,0.491,29680,1380,200400,175900
12997,45500,56100,0.263,46100,1450,203900,226200
13021,21100,55100,0.163,18010,1760,147000,139700
13027,29900,75100,0.181,19000,1740,181000,181200
13028,30600,50800,0.259,32230,1470,145600,144800
13029,33000,80300,0.212,19860,1560,186200,172600
13030,39500,83000,0.26,20500,1440,170800,147700
13031,27600,67400,0.184,19780,1620,183500,166700
13032,28600,50500,0.208,24990,1570,152500,139000
13033,19100,24800,0.222,41930,1580,105600,107400
13034,52200,82800,0.33,31940,1610,178000,184300
13035,46900,63500,0.203,32730,1940,213300,235000
13036,24100,37000,0.192,34100,1590,143900,150800
13037,24200,47800,0.16,22490,1590,159500,154100
13039,28400,81700,0.174,16210,1670,184300,175100
13041,26000,79700,0.179,14920,1510,171900,152000
13042,36800,61100,0.308,33690,1520,157000,153200
13044,26900,37800,0.224,38460,1590,141000,148900
13045,18600,50300,0.156,17630,1680,144300,130400
13052,38500,75200,0.237,22420,1570,184100,163600
13053,29500,47000,0.208,31930,1510,199500,165700
13057,21500,71400,0.153,12880,1530,171200,137700
13060,16500,28700,0.142,31530,1600,162700,146500
13061,40200,68000,0.223,25980,1400,213400,181900
13063,13500,17700,0.122,44690,1620,151300,149500
13066,32600,74500,0.16,21570,2110,205700,229900
13068,21700,27400,0.165,43600,1470,200500,166000
13069,14700,28700,0.169,25390,1600,108100,98700
13073,16800,25700,0.147,33890,1460,171400,136300
13076,15500,20900,0.154,42760,1510,122500,133500
13077,23100,52100,0.196,23020,1600,157900,140500
13078,33200,61400,0.168,27870,2030,201700,233500
13080,19500,34000,0.187,28910,1440,143500,120900
13082,19200,26400,0.143,35690,1580,161300,150200
13084,18300,24600,0.168,42740,1580,158600,143600
13088,22200,88200,0.162,10750,1470,170900,133800
13090,22600,87200,0.146,11250,1560,182900,154300
13104,34600,67400,0.172,26340,2240,195200,236800
13108,26800,43900,0.196,32900,1690,180100,169500
13110,66600,117200,0.396,28020,1400,241000,190600
13112,21400,34000,0.182,34310,1550,165000,147000
13114,19400,26500,0.177,39840,1570,138400,137000
13116,22800,82700,0.164,12200,1460,174500,141000
13118,34800,53000,0.24,32880,1620,174200,167100
13126,18500,43800,0.178,19810,1680,119800,112100
13132,21100,33000,0.168,34510,1530,151400,155000
13135,21900,38200,0.18,29490,1680,146000,145600
13142,19600,32500,0.168,30770,1610,140000,137000
13145,27600,53100,0.228,25820,1440,148900,138200
13148,38200,84000,0.281,19860,1710,147500,136500
13152,108200,190700,0.348,30090,1930,347500,375400
13156,39200,62400,0.298,30960,1450,144300,148500
13157,41700,176500,0.267,9420,1390,184100,142800
13159,29300,46000,0.221,35280,1640,174900,164200
13160,24200,38800,0.188,32320,1700,148300,152700
13164,26800,49600,0.18,28040,1850,159400,177800
13165,20300,34600,0.195,25680,1620,115400,104600
13166,15900,25300,0.144,32530,1670,134600,131300
13167,20300,24700,0.178,46890,1550,138600,149400
13203,17700,103100,0.142,6630,1860,124100,110100
13204,12500,79200,0.126,5840,1820,101300,84600
13205,13800,69500,0.174,7880,1590,94900,72200
13206,15800,95300,0.137,6330,1490,140100,101300
13207,16200,82400,0.161,7840,1610,116700,91900
13208,13200,85900,0.135,5730,1570,114700,84000
13209,22300,78900,0.176,12250,1460,161800,125900
13210,21300,114400,0.127,7300,1850,171000,151300
13211,15200,69200,0.163,9070,1250,135600,88300
13212,18900,69400,0.154,11930,1400,165400,123100
13214,25200,90800,0.163,12220,1590,191200,156100
13215,27500,50900,0.167,28650,1910,186300,199900
13219,24300,92400,0.179,11390,1450,176600,134600
13224,20500,80700,0.138,11110,1770,166000,149500
13303,15700,22700,0.14,43300,1700,142700,161000
13308,25200,40200,0.238,33080,1460,135900,128000
13309,16400,32700,0.205,27940,1660,107800,102100
13316,11900,21100,0.139,31890,1610,118500,111000
13318,15200,22900,0.157,41420,1580,135800,138100
13323,21500,42200,0.148,28200,1810,173100,184800
13326,64100,118200,0.242,24260,1880,254300,272600
13337,16900,22100,0.09,35580,1690,203700,201200
13338,43400,89500,0.305,25650,1240,208900,172600
13340,15100,32400,0.141,24080,1660,126000,126800
13346,32900,53800,0.165,26930,1800,191300,201400
13350,12600,39800,0.129,13840,1670,114800,97900
13354,14800,21800,0.152,43150,1590,138300,141900
13357,14300,46100,0.143,13730,1640,119500,101600
13360,133800,216300,0.396,28470,1400,412900,357200
13363,19700,35900,0.143,32100,1870,144600,185000
13365,11700,27700,0.116,20100,1770,117400,110200
13367,18700,26700,0.125,30750,1720,145000,150400
13403,21500,38400,0.155,32880,1680,166100,187400
13407,13700,29300,0.14,23280,1570,121800,112300
13409,13500,15900,0.122,37710,1590,125800,112400
13411,10800,15900,0.111,29530,1780,92800,97800
13413,24600,64300,0.147,19380,1870,180200,193400
13417,21500,72800,0.143,13330,1820,163600,155800
13420,57500,107600,0.2,31080,1520,338200,382900
13421,16100,39300,0.127,19320,1720,139200,132700
13424,16800,39700,0.133,21000,1640,151300,143500
13438,26400,45100,0.259,33350,1410,146400,133400
13439,24000,45000,0.153,23880,1600,174900,161300
13440,15400,41500,0.141,17590,1630,134600,118800
13456,19200,36600,0.154,29710,1720,150800,162500
13460,9700,13400,0.088,31560,1730,105700,110600
13461,18400,54400,0.137,16310,1700,157100,148300
13471,11900,17800,0.161,42070,1390,115000,106800
13472,43800,79800,0.229,32300,1360,250700,258800
13476,11800,21000,0.11,32740,1640,141500,143300
13478,14000,22800,0.143,34980,1500,134600,127400
13480,11400,21500,0.112,29710,1850,123700,131100
13490,14900,25000,0.142,35650,1530,142200,143700
13491,11900,18300,0.117,36250,1690,123500,128600
13492,21600,63000,0.145,16470,1650,171200,163600
13501,13300,62100,0.108,8750,1990,127200,115500
13502,14700,57200,0.128,11440,1610,137500,112000
13601,19400,52900,0.128,16640,1680,161700,158000
13605,28400,51900,0.194,28900,1660,162100,177700
13607,62600,138000,0.297,22350,1540,234800,238700
13612,22300,41500,0.166,28210,1580,156600,161800
13617,12000,21000,0.107,30950,1660,131500,139300
13618,52000,104700,0.306,24820,1410,210000,194900
13619,17800,35500,0.151,25650,1570,140000,133400
13620,15800,17700,0.107,39310,1640,137100,149500
13622,39400,75200,0.245,25890,1470,182900,182600
13624,49200,94600,0.237,26430,1550,240300,242300
13625,41100,65200,0.296,35620,1430,156700,180300
13634,42200,75300,0.262,28190,1430,184900,186300
13640,73400,147900,0.28,25050,1560,289300,303500
13642,9300,18000,0.123,27400,1530,95300,92000
13646,44100,80800,0.3,30670,1380,180100,189800
13648,24300,41300,0.188,25840,1420,143000,130600
13650,105300,212400,0.456,24870,1370,285200,266000
13660,9400,14500,0.133,39240,1580,94700,98000
13662,12300,32900,0.129,18220,1480,110700,106500
13667,9100,16200,0.119,31690,1430,98800,99600
13668,10400,18300,0.124,31560,1570,104200,107000
13669,15200,41700,0.167,18030,1570,110400,103700
13676,10900,19100,0.097,31140,1660,128000,140900
13685,58100,120100,0.272,23150,1600,203700,234200
13691,23300,38500,0.187,32120,1420,155500,151900
13693,60400,134600,0.379,22030,1200,208300,179800
13694,24300,46200,0.186,28610,1500,140900,163300
13730,10700,13200,0.093,35160,1640,109400,114900
13732,15100,26700,0.103,25960,1610,169200,153800
13733,8700,11700,0.082,32170,1640,104000,105400
13746,9400,16300,0.118,36200,1470,125500,115000
13748,10500,23300,0.113,25300,1470,143900,119900
13753,12700,21300,0.09,29670,1610,163800,161700
13754,28100,65100,0.202,22970,1700,168900,170000
13760,14400,49400,0.105,13600,1640,163600,140300
13778,11500,15800,0.095,31600,1650,118900,121200
13783,14200,20900,0.143,34490,1390,117700,115800
13790,10900,40200,0.1,11240,1540,137600,104300
13795,8800,17800,0.1,29470,1460,139900,120100
13797,6600,11100,0.087,39340,1560,114600,115500
13803,12100,19900,0.163,35950,1580,110000,100600
13815,9900,21300,0.089,20100,1790,110500,110200
13820,14800,41300,0.107,17000,1700,147600,140900
13825,9400,13200,0.076,32920,1640,129500,131000
13827,11600,18300,0.094,29290,1710,144600,130900
13830,9700,13700,0.091,30630,1640,104000,105400
13833,8800,15200,0.11,37990,1440,135500,120700
13838,8700,23800,0.091,16640,1590,107200,99400
13849,8300,11800,0.086,33940,1670,105500,105300
13850,19100,51900,0.135,18590,1680,176400,164200
13856,8200,15500,0.084,25730,1610,114800,109200
13862,9200,16900,0.112,33510,1560,126500,116500
13865,13700,25300,0.145,31010,1410,146300,123900
13901,13100,41000,0.107,15120,1640,154500,132800
13903,15000,44500,0.128,15860,1650,145900,126300
13904,10200,27700,0.101,16950,1560,132400,107200
13905,16800,61000,0.126,10940,1830,142700,121900
14001,22100,37700,0.174,35140,1730,166600,171200
14004,21400,37400,0.165,33580,1620,188100,175200
14006,20600,53000,0.181,18590,1450,158700,124500
14009,12400,21600,0.119,27600,1630,118100,114900
14011,12500,22100,0.116,27190,1650,122100,118700
14012,15500,34300,0.163,25650,1530,138600,124300
14020,16200,44300,0.137,16310,1670,135200,121400
14025,24300,43000,0.191,33680,1720,179200,174300
14028,14900,29900,0.158,35200,1590,154700,153000
14031,44500,77500,0.2,34510,2410,220600,307500
14032,53600,101700,0.204,29030,2400,228800,331600
14033,21500,30600,0.209,47310,1690,164900,158900
14036,18000,23500,0.15,41130,1670,138100,147600
14043,24200,101900,0.155,9600,1520,185700,145300
14047,21300,54700,0.173,18720,1450,172100,136100
14048,18000,64500,0.208,12100,1680,108300,86300
14051,45700,119700,0.182,18760,2390,225500,283600
14052,32400,57300,0.178,32090,1890,226000,237400
14057,21500,38300,0.174,33160,1690,175000,167900
14059,30100,49000,0.181,37780,1890,211400,235000
14063,19500,39400,0.157,23870,1790,147700,137300
14067,9900,19800,0.127,36410,1570,132600,130200
14068,40500,107100,0.183,18540,2150,218200,248500
14072,33600,83500,0.182,20590,1920,197600,216600
14075,28600,81400,0.168,16630,1700,199700,185200
14080,13000,20100,0.126,41480,1640,166200,151300
14081,39300,107300,0.238,21650,1460,197700,170700
14085,32200,90300,0.171,16880,1770,192100,204400
14086,33300,95000,0.172,16390,1820,201900,207800
14092,30900,83400,0.182,20000,1870,192000,210700
14094,14200,39600,0.133,20360,1700,139500,139800
14102,24300,40000,0.174,38540,1700,198300,202900
14103,16300,31200,0.179,22980,1690,100400,91700
14105,10000,23100,0.132,25990,1680,113100,104400
14108,11600,26000,0.138,27820,1490,134500,120200
14111,10000,18700,0.115,31270,1670,129200,116700
14120,26100,82400,0.173,15060,1680,169600,164700
14125,15400,30900,0.149,23800,1570,126000,113500
14127,38200,80000,0.19,26480,2110,213400,256200
14131,14900,29600,0.155,36780,1600,157400,161900
14132,17000,37000,0.156,31980,1680,156900,174300
14136,25800,56800,0.242,21500,1710,130500,115800
14139,19800,29800,0.162,43270,1660,185000,182300
14141,11300,22000,0.112,29970,1750,145500,135400
14145,12100,14000,0.098,45310,1630,138000,148500
14150,23300,119400,0.157,7470,1450,178900,130800
14170,25100,37600,0.21,43360,1640,191600,178100
14172,17500,39600,0.171,29390,1610,156400,156500
14174,23900,57200,0.165,24840,1830,175200,197600
14201,46800,350800,0.133,4230,2300,245300,256900
14202,123000,1277600,0.175,2470,2290,380100,412900
14204,7800,52700,0.057,5020,1750,119600,107600
14206,11600,76400,0.107,5260,1560,116800,86400
14207,13600,103400,0.108,4210,1730,113900,92800
14209,39100,241900,0.113,5770,2540,234900,282200
14210,12600,83700,0.101,5080,1830,115000,96500
14211,11500,82800,0.119,4580,1770,87600,73000
14212,9700,65800,0.095,5030,1680,102000,79900
14213,27100,205400,0.126,4220,2140,160500,158000
14214,31100,193500,0.135,5740,2090,189100,189200
14215,13000,92800,0.143,4730,1560,95700,70600
14216,36600,228300,0.136,5860,2070,224700,226400
14217,26700,172400,0.146,5390,1610,186900,145900
14218,15500,71800,0.123,8460,1610,142400,113600
14219,21100,86900,0.142,10190,1490,178700,143100
14220,18400,119800,0.12,5330,1650,156800,122600
14221,41300,128100,0.187,15060,2070,222300,237100
14222,61400,374300,0.125,5730,2850,314000,395500
14223,26100,142800,0.158,6840,1500,187600,142000
14224,26300,86600,0.164,13600,1640,189100,165000
14225,18100,92600,0.14,7510,1420,160100,113700
14226,33200,142500,0.173,9710,1720,208300,183200
14227,24600,109000,0.154,8920,1420,195600,145000
14228,38000,112600,0.179,15860,1930,210400,229100
14301,7400,45300,0.076,4870,1680,88000,66700
14304,15900,62400,0.133,11660,1490,149900,125900
14305,11100,54400,0.102,7290,1540,116800,89000
14411,15300,23500,0.155,28790,1660,103800,100300
14414,31800,46900,0.181,25910,1770,165200,153700
14416,13800,21500,0.128,32890,1630,134000,126600
14420,24800,56500,0.201,21610,1720,148900,139700
14423,21000,28900,0.141,27550,1690,153500,129600
14424,44000,92300,0.198,22150,1780,225600,237500
14425,28000,70800,0.169,18100,1570,180300,174000
14428,26700,47900,0.2,28340,1670,163400,155600
14432,15900,22900,0.147,35400,1690,139100,127000
14435,89600,169100,0.44,23450,1480,240900,206700
14437,22100,38300,0.205,22920,1670,119800,98000
14445,26700,133200,0.19,7640,1560,155500,122900
14450,43100,112800,0.22,18120,1920,209100,213400
14454,53500,95300,0.251,23070,1790,213800,200900
14456,25800,59100,0.192,18800,1710,145200,132400
14464,18800,38600,0.179,25130,1480,150700,124200
14467,27100,76700,0.195,16830,1560,180400,152400
14468,29600,63100,0.208,23530,1660,167200,163900
14469,20100,24800,0.179,42870,1570,152800,136100
14470,15700,22500,0.148,30900,1590,112000,107400
14471,66900,132400,0.39,23990,1340,239500,187100
14472,35400,54900,0.226,36490,1970,189500,203100
14481,21800,23400,0.162,33690,1690,132400,111900
14482,15600,29600,0.139,25520,1710,130900,124900
14485,30700,44700,0.188,26010,1710,160600,142100
14487,40500,63900,0.203,25360,1680,201800,183100
14502,30200,51400,0.188,26020,1710,150400,163500
14505,15800,21100,0.138,33370,1590,121300,117000
14513,20300,43000,0.204,21080,1650,110600,100500
14514,29500,82700,0.188,16800,1790,165900,169600
14519,32900,48200,0.199,31000,1720,149000,171400
14522,20500,36800,0.18,25650,1640,127200,117600
14525,13200,18400,0.128,37870,1650,120600,124500
14526,39300,96700,0.221,19640,1920,193200,197600
14527,105600,149900,0.388,24910,1640,235600,221100
14532,13800,22000,0.13,31510,1660,134500,122000
14533,27800,27300,0.174,36140,1640,152900,130000
14534,49300,108700,0.212,23320,2270,227300,273400
14541,90700,122400,0.406,32490,1590,199300,225000
14543,25200,36500,0.189,41680,1850,176800,184900
14544,83100,103400,0.329,32100,1630,254400,221900
14546,26000,52500,0.235,25680,1600,150300,131900
14555,45700,126300,0.273,15720,1590,186800,166900
14559,28900,54100,0.21,28080,1770,166600,166300
14561,15800,20500,0.144,40210,1700,132900,131200
14564,44200,75700,0.187,28720,2120,211300,266300
14568,26200,48200,0.182,24020,1530,146900,145800
14580,35600,83400,0.199,21340,1900,192300,205000
14586,29200,83900,0.179,16370,1740,170400,175900
14589,24400,36500,0.186,29610,1620,136800,133700
14590,58200,99900,0.425,25680,1420,159500,138400
14606,17400,74100,0.182,10250,1460,127100,96100
14607,25500,163300,0.09,5620,2450,207700,233700
14608,13500,92600,0.111,5050,1800,107600,96500
14609,15300,82900,0.133,7240,1560,136200,103700
14610,38300,147000,0.175,11620,2030,218500,224500
14612,27600,93000,0.192,13390,1680,164600,149200
14615,13600,65300,0.14,8780,1500,126400,94300
14616,19800,80200,0.182,10590,1450,142800,107200
14617,24200,87100,0.175,12000,1660,164200,137300
14618,48900,153800,0.222,14460,2000,228800,230100
14619,7200,48300,0.07,5420,1680,109200,85800
14620,22500,127700,0.122,6790,1750,193600,162800
14622,25700,99500,0.204,10980,1500,159400,122700
14623,23600,70800,0.189,15280,1410,173900,131200
14624,25900,72800,0.208,16880,1610,156900,135700
14625,40700,96800,0.24,20750,1830,202500,192300
14626,29100,86800,0.212,15650,1690,160700,147000
14701,16000,52300,0.181,13370,1660,109900,89000
14706,10100,15500,0.078,30060,1730,147600,137100
14710,83400,131900,0.491,31460,1570,201400,194200
14712,87900,170200,0.367,25300,1800,242400,269600
14722,338500,1821400,0.538,7070,1910,510300,550100
14728,145000,259400,0.632,27230,1740,247400,256700
14731,47700,113100,0.145,18190,1890,293200,325800
14736,84300,160000,0.322,24560,1640,288900,280400
14738,12500,20800,0.127,30760,1580,128500,115500
14741,15900,18000,0.106,41030,1660,162700,159300
14750,38900,91900,0.243,18980,1760,164500,164600
14757,97100,193600,0.466,24450,1670,226600,233400
14760,7200,22100,0.076,14180,1660,115500,94500
14787,28400,57600,0.254,23870,1750,143300,124100
14810,13300,26600,0.125,23820,1660,126100,116100
14815,85100,174300,0.56,21750,1300,169200,155500
14830,18300,51000,0.14,15820,1670,148700,132000
14837,92400,121900,0.477,28830,1600,202200,171500
14840,158500,344900,0.458,20860,1640,363400,360300
14845,20700,54000,0.148,20130,1550,167800,169200
14850,53000,96700,0.216,26290,1730,288400,270400
14867,18700,23200,0.155,44340,1410,190400,152400
14870,29800,65000,0.177,21490,1760,169500,181000
14871,14400,31600,0.131,26250,1480,150700,145400
14882,60700,80200,0.334,40220,1510,261800,222000
14886,65700,80700,0.345,39720,1640,220500,205800
14892,13600,30300,0.113,20300,1770,140900,124800
14895,12800,25200,0.15,23750,1650,107900,91800
14903,13400,41000,0.126,15450,1520,134000,115700
14905,16300,53800,0.128,14290,1860,142500,137400
15001,24300,69500,0.194,16960,1420,163800,139100
15003,17300,69500,0.164,9950,1420,132800,92900
15005,25200,56100,0.183,25150,1510,178900,177500
15009,37400,95100,0.194,18500,1670,215200,208300
15010,20500,53500,0.182,19900,1480,150900,134200
15012,23800,63200,0.179,18880,1610,168800,152000
15015,62400,91400,0.243,40990,2320,273000,354500
15017,44400,167300,0.201,11000,1660,235900,207800
15021,18000,34100,0.171,27810,1340,158400,127700
15022,21900,67800,0.246,14010,1280,131800,88700
15024,39600,100700,0.246,18690,1560,202800,175800
15025,29700,109600,0.21,11910,1570,152100,142300
15026,40400,87400,0.199,37610,1790,188200,249000
15027,30200,120000,0.195,10090,1340,192600,142700
15037,27800,69300,0.227,19120,1470,171400,134000
15042,25400,57200,0.208,23730,1410,175400,149600
15044,56700,115300,0.219,25600,2090,250200,310600
15046,32800,96600,0.2,15020,1510,206900,166200
15052,19400,38000,0.209,29280,1360,143400,122500
15055,37300,204600,0.184,6590,1450,238800,168300
15057,41600,99600,0.207,21180,1850,201000,232300
15061,23400,64700,0.174,18020,1440,179500,153600
15062,15200,58900,0.168,10540,1460,115700,84600
15063,21100,57300,0.213,18140,1330,152200,109600
15065,28500,99500,0.225,11870,1530,156300,120800
15066,15500,43200,0.154,17220,1420,142400,110700
15068,26200,75800,0.19,16090,1610,171200,147900
15071,41900,117300,0.196,16200,1760,220400,222400
15074,15400,43600,0.165,16910,1410,133500,102700
15084,21900,59200,0.213,16770,1550,135100,107100
15085,29700,74400,0.179,20330,1680,200000,193900
15089,18900,41100,0.165,24230,1580,150200,138400
15090,67600,144200,0.211,23650,2400,268600,370300
15101,52200,124200,0.227,21000,1880,258500,263200
15102,46000,144300,0.233,14560,1650,241600,207000
15106,38700,162400,0.217,9720,1580,203400,166800
15108,41400,119900,0.193,15710,1750,228200,223600
15116,44100,133000,0.227,15440,1620,244900,207600
15120,22900,134200,0.196,6300,1470,147100,99100
15122,21700,89500,0.192,9990,1310,163500,106900
15126,42200,128900,0.215,13950,1590,219500,192000
15129,40000,144700,0.209,11990,1560,233200,191000
15131,23400,81500,0.196,12360,1470,161900,118300
15132,15400,103400,0.193,5150,1470,97500,63400
15133,17400,83900,0.2,8240,1230,131700,79200
15135,29500,80900,0.224,17090,1560,176500,141500
15136,31000,129400,0.207,10000,1570,172900,143800
15137,16000,65700,0.174,10060,1280,135100,87100
15139,69300,327900,0.235,8000,1860,275700,256300
15142,85100,224900,0.192,18070,2940,289400,486300
15143,83900,190600,0.236,20900,2270,301900,374700
15144,24100,115700,0.187,8030,1470,166200,114300
15145,21500,112100,0.214,7270,1480,125300,87400
15146,32800,112600,0.204,12800,1550,201500,162200
15147,28300,104800,0.249,10920,1390,152800,105500
15201,76000,704700,0.224,3060,1550,325400,221100
15202,34800,174200,0.186,7740,1820,202200,166300
15203,96500,1179500,0.263,2200,1680,321400,226300
15204,18400,122900,0.18,5290,1540,124000,82900
15205,36800,167400,0.197,8080,1650,205900,157800
15206,65700,507400,0.214,4300,1950,266000,234000
15207,33800,213100,0.234,5380,1410,178200,112500
15208,54900,448700,0.201,4310,2020,231100,220600
15209,38200,145500,0.233,10770,1520,206000,154500
15210,31900,227300,0.303,4620,1540,121000,79700
15211,55100,475600,0.232,3700,1630,239700,174100
15212,40900,274300,0.207,4700,1680,194200,142800
15213,84900,745100,0.231,3690,2000,309300,273000
15214,35400,179900,0.236,7280,1600,176100,127300
15215,68600,202500,0.257,14100,1900,268600,255300
15216,43300,281200,0.212,5510,1630,228000,167500
15217,106300,689700,0.231,5540,2160,385800,379100
15218,45600,308800,0.213,5090,1640,230600,169500
15219,44300,444900,0.2,2940,1650,210400,150200
15220,39800,180100,0.223,8760,1520,217300,162200
15221,35500,199300,0.234,6360,1620,164200,124400
15222,169200,1692600,0.222,2870,2150,515600,503800
15223,35300,173600,0.243,7640,1450,187800,125200
15224,66700,708200,0.213,2760,1760,287300,210900
15226,31900,205900,0.206,5470,1400,198600,125300
15227,31100,148300,0.21,8290,1390,201400,134600
15228,82800,368500,0.248,9240,1980,335500,315600
15229,41200,193600,0.222,8310,1480,233000,166200
15232,183800,1264900,0.25,4850,2630,517400,563000
15233,42900,419300,0.131,3080,2150,252100,226600
15234,40900,205000,0.234,7630,1360,232400,153500
15235,21900,85300,0.196,10890,1440,149700,109100
15236,39100,155100,0.216,10620,1480,234500,174900
15237,50600,136400,0.218,17590,1810,262800,253300
15238,78300,163000,0.247,24680,2290,293900,374400
15239,32900,98000,0.199,15480,1550,208000,175200
15241,71800,188500,0.239,18720,2270,283600,339100
15243,63900,263000,0.239,10350,1720,305500,261000
15301,28900,71700,0.21,19610,1380,186800,153600
15312,19900,33400,0.189,32700,1270,158900,132800
15317,49900,137300,0.226,17490,1730,238200,244500
15320,26600,44700,0.183,29130,1520,175700,163500
15321,40400,102500,0.233,19620,1430,231600,198000
15330,45800,73000,0.277,37490,1600,202700,226900
15332,34300,74400,0.234,23720,1390,201700,172500
15342,33400,121100,0.187,12200,1380,227200,181300
15367,70400,148200,0.24,25800,2280,257800,365100
15370,27900,60200,0.163,21150,1770,190000,179200
15401,18000,51600,0.143,16590,1510,156700,137500
15417,15300,44400,0.165,16340,1420,129900,97500
15424,14500,27800,0.121,27740,1410,161300,145400
15425,15000,36700,0.141,20460,1490,141400,122500
15431,15800,31700,0.192,27630,1460,114200,104700
15436,16700,40900,0.153,20890,1420,148800,128600
15442,15800,35700,0.174,22420,1490,107800,105600
15445,18000,40200,0.159,24080,1450,161900,139800
15456,16700,33600,0.195,28400,1420,120900,112400
15461,14300,46800,0.139,13550,1390,141500,104700
15473,20300,41200,0.167,27030,1470,167500,153600
15478,13900,23900,0.146,35110,1410,136600,132500
15501,19500,36900,0.139,25500,1650,157100,155600
15502,46600,177700,0.153,10870,1900,283300,289100
15522,20400,35200,0.146,28310,1630,160800,157100
15530,15700,25900,0.131,31450,1630,139500,142500
15531,20100,34600,0.182,28780,1570,133200,125200
15537,20300,34000,0.169,29520,1580,141600,136700
15541,22700,34700,0.158,35230,1600,150000,177100
15552,10500,19900,0.102,26360,1600,118400,117800
15554,15800,22500,0.132,35660,1520,137500,140000
15557,19400,30200,0.164,32600,1550,145000,137900
15563,31900,48500,0.22,35450,1640,164300,179200
15601,32400,81700,0.182,19810,1850,195400,203800
15610,16000,27800,0.154,36340,1460,150500,148800
15613,20900,40900,0.188,27400,1560,148600,139400
15622,61200,170200,0.175,28260,1690,327400,373400
15623,29800,56900,0.183,30610,1950,161100,219100
15626,36100,119400,0.175,13260,1710,214100,208000
15627,19100,45200,0.171,20870,1580,144600,126500
15632,42100,81100,0.196,29730,2130,207700,282000
15636,38800,92400,0.166,22110,2110,218000,282400
15639,25800,44500,0.205,33970,1570,172000,169200
15642,36100,91200,0.186,20240,1860,207700,227900
15644,24400,64600,0.169,18100,1620,172600,158400
15650,27700,67100,0.184,20840,1690,178700,174900
15656,24700,55800,0.228,22260,1550,142000,126600
15658,22400,41200,0.162,30040,1680,178500,175200
15665,28300,91600,0.172,12490,1590,179100,152700
15666,22200,45800,0.18,27440,1610,157000,153100
15668,44700,91500,0.198,26120,2160,225000,276900
15670,21600,38200,0.212,34050,1590,147800,141000
15672,28000,60500,0.18,24260,1810,178000,187000
15681,17900,32100,0.182,32650,1550,141300,131500
15683,22300,54600,0.164,20260,1650,167600,148200
15690,19200,49800,0.214,20910,1450,120400,98600
15701,23200,54300,0.143,21260,1820,185200,185400
15714,12600,33600,0.156,18950,1740,103200,93800
15717,16100,33000,0.151,28310,1530,151400,132600
15748,14900,30700,0.133,23960,1590,145500,127100
15759,9400,13000,0.103,46280,1680,126800,134400
15767,12300,21600,0.117,26190,1650,121600,110600
15774,16000,22900,0.177,44520,1500,129300,132900
15801,36200,86900,0.233,19470,1710,168300,166600
15824,15300,25700,0.133,27760,1530,140800,123000
15825,16000,26700,0.139,27880,1620,132300,123100
15846,19900,35900,0.24,38190,1570,102300,131200
